ppid	session	object	feedback	eye	vertical	symmetry	efrc3d_X	efrc3d_Y	efrc3d_Z	first_gaze3d_X	first_gaze3d_Y	first_gaze3d_Z	final_gaze3d_X	final_gaze3d_Y	final_gaze3d_Z
3	1	unten_asym	cursor	L	low	asym	0.048865432703495526	0.17496695123155734	0.009290241617015877	-0.0007725407486458609	0.7741748678368907	0.08605219374719372	0.03907751686087512	0.38641186401930755	-0.0028538059815389314
3	1	oben_sym	cursor	L	high	sym	-0.022839355264607397	0.32712105951112885	-0.011448343060122185	0.014592975712485823	0.7478770783919284	0.09585301711842868	-0.012623681949106883	0.4671486293156482	0.0184618417694503
4	3	oben_asym	cursor	L	high	asym	0.007540038320539551	0.40160652887827153	0.006194303164720754	0.0035788499894659855	0.7184873658069024	0.04310268655464262	0.0015009043732853733	0.4680752622764949	0.01534508463647295
4	3	mitte_sym	cursor	L	middle	sym	-0.00137525901537023	0.30207863128037227	-0.01238304302946813	0.04492374295024293	0.6614258399840399	0.07414013634934845	-0.004449049699039204	0.37616221010384365	-0.01761594182022054
4	3	mitte_asym	cursor	L	middle	asym	-0.05248378317668729	0.29730409853240114	-0.01844556259475531	0.015485401012750978	0.7241680978168551	0.018271851990323145			
4	3	unten_sym	cursor	L	low	sym	-8.276759151333792e-05	0.17352447498639148	-0.024769251372776677	0.015862356276525512	0.7273366610134654	0.06804643597121401	-0.02070943440264132	0.34528007542021816	-0.01766908123638327
4	3	unten_asym	cursor	L	low	asym	0.07611912478167764	0.17038474815770677	0.010586003666042862	0.014153123751335499	0.7297058619926666	0.03410592232806184	0.06962779334686758	0.33822340991203115	0.044743156586610024
4	3	oben_sym	cursor	L	high	sym	-0.00011335292492919786	0.4141066639536651	-0.025055592477539027	0.019766319544181624	0.725185547763651	0.05750078414685097	-0.010255383519613708	0.4830468659301553	-0.0004501764533433751
5	1	oben_asym	cursor	L	high	asym	0.0025434540860558505	0.32269489319006456	-0.003363287453988208	0.01631032464023556	0.7175235143718282	-0.013919474508914778	0.002965519995188322	0.49086734354465583	0.021198103764649128
5	1	mitte_sym	cursor	L	middle	sym	0.0027857334292827117	0.15602501807597333	-0.08347002312564453	-0.07103358247809863	0.7174898133808262	-0.05926400017829501	0.01800671383491611	0.31044101552271836	-0.01499971684665646
5	1	mitte_asym	cursor	L	middle	asym	-0.023273092388537774	0.21635397651107216	-0.05667817674577779	-0.005916173705939603	0.7335155290665278	-0.031707106420506	-0.0076011194207708365	0.3107806139141924	-0.0021496560736208674
5	1	unten_sym	cursor	L	low	sym	0.015359983571662421	0.21883402555430245	0.017097232898256678	-0.009999610944769964	0.7476057251267773	-0.015635131128280178	0.008142981686902862	0.33793875199666734	0.0011167733403618296
5	1	unten_asym	cursor	L	low	asym	0.044872127442304816	0.16799178492337097	0.02888643520802371	0.012774969434849563	0.710593580281566	-0.05600932521999989	0.018755872910490735	0.27351902927961	0.0050950323217500496
5	1	oben_sym	cursor	L	high	sym	0.03193622296568166	0.15823079528108433	-0.03129349444427983	0.005857561789399436	0.709569015604388	-0.01052690837897159	-0.015304795234352343	0.3771961729137036	-0.024732337088241654
6	3	oben_asym	cursor	L	high	asym	0.002087016249969295	0.4539370151694806	0.04084734087380103	-0.00026638453210335345	0.6468698862854935	0.012851116051665952	0.0031598333665318274	0.46856701027549624	0.00852397543126562
6	3	mitte_sym	cursor	L	middle	sym	-0.0038006382803183083	0.305930722331116	0.045545887937064926	0.02564418345747865	0.6402219424214617	0.03402188097640344	0.005349543926652731	0.34323049076147877	-0.014143470095658174
6	3	mitte_asym	cursor	L	middle	asym	-0.03978748031891238	0.29595388866651073	0.012579464415727453	-0.019470626346902265	0.6548927171105986	0.046818208823972945	-0.016929612648337897	0.3205176397439771	-0.036917859602962025
6	3	unten_sym	cursor	L	low	sym	0.028977657998455846	0.14785659824294603	0.02891930909200751	-0.021298095314635394	0.6620576479986661	0.007990362089393988	0.009926654283304052	0.17595597453573225	-0.0018848457501895886
6	3	unten_asym	cursor	L	low	asym	0.06917566030799167	0.13771565849168968	0.033134270571482737	0.034686575837410825	0.6411246642286518	0.03163543785991388	0.0627563946766931	0.17432532361974673	0.011104159063854079
6	3	oben_sym	cursor	L	high	sym	0.02264421145960261	0.44494185809963815	0.0149335807714668	0.11663989614946026	0.597597065870266	-0.18085759644240137	0.02437993953286169	0.4790099260474912	0.0024986153085950666
7	2	oben_asym	cursor	L	high	asym	0.0375412628702494	0.44095191063843847	0.029055641713741354	0.12295914945630224	0.7330268770914284	0.13178245709499267	0.004141427079935203	0.5341187710272132	0.019296410886118144
