ppid	session	object	feedback	eye	vertical	symmetry	efrc3d_X	efrc3d_Y	efrc3d_Z	first_gaze3d_X	first_gaze3d_Y	first_gaze3d_Z	final_gaze3d_X	final_gaze3d_Y	final_gaze3d_Z
7	2	mitte_sym	cursor	L	middle	sym	0.01355112557750066	0.3274580486439272	-0.009775799469578222	0.03547422199385808	0.8017456527544433	0.00942363304068133	-0.044222869022800634	0.44404982499618884	-0.045353568498662296
7	2	mitte_asym	cursor	L	middle	asym	-0.06398468449130695	0.33224768389309595	-0.00833272238732163	0.04667715532327126	0.7703126141375028	0.06402764083617264	-0.06735726688146419	0.4154877301871522	0.013760509612070574
7	2	unten_sym	cursor	L	low	sym	-0.011229434091274765	0.19488535891681086	-0.004291603801511721	0.06810536992539205	0.752983830186973	0.07768441342051292	0.0035544865849875856	0.3397519268259811	0.0103403141286712
7	2	unten_asym	cursor	L	low	asym	0.06513295866563995	0.19279389651579942	-0.02338556160804217	-0.018332798802046097	0.766237135603656	-0.012526623131083721	0.03669518640971739	0.3475393682381039	0.012998565331376876
7	2	oben_sym	cursor	L	high	sym	-0.007648619806771337	0.4362216868189198	-0.008723617690056685	-0.03197308701006495	0.7664161139316685	0.07393399659242728	-0.006552179489424851	0.5239798487856048	-0.0019401525185829402
8	2	oben_asym	cursor	L	high	asym	0.010031311667178926	0.4152457513082679	-0.013097069415174925	0.017241631678060313	0.8660904766281815	0.04448359133810719	-0.012201985736976796	0.47696978323014516	-0.014134358497677685
8	2	mitte_sym	cursor	L	middle	sym	-0.005697870464274373	0.3251824534930132	-0.0328224644628492	-0.0024981054923253966	0.8488865017711892	0.054291412755197034	0.0027915778151464655	0.38569787636864994	-0.020511313173325618
8	2	mitte_asym	cursor	L	middle	asym	-0.058532806551608696	0.3159200252148023	-0.026275958876920892	-0.0001337482161754479	0.876135001481064	0.06235719267977477	-0.05453085670017057	0.375598494185281	-0.04665419726155365
8	2	unten_sym	cursor	L	low	sym	0.008059818792306803	0.19519223590302764	-0.056848872692335496	0.029000866695380968	0.8752919810974703	0.03077639911773927	-0.00017288785626518158	0.23991163393889448	-0.046010370401748296
8	2	unten_asym	cursor	L	low	asym	0.06593493466054613	0.17513338201950943	-0.024649997124972428	0.021582518657720026	0.86376934532842	0.06344793168719634	0.053080241479386794	0.2519207199320344	-0.02290561985250788
8	2	oben_sym	cursor	L	high	sym	-0.006641871137533071	0.43846203995657745	-0.03244754307809256	-0.0012576622248330815	0.8760875848280649	0.0585484116244529	7.068288027684034e-05	0.5041079016277292	-0.03326191553061722
9	3	oben_asym	cursor	L	high	asym	-0.000668554127236164	0.513128669469757	-0.02374025213445197	0.0042707827637323195	0.7595373366637697	0.045625719210578675	0.004144533995792216	0.5445130794088145	-0.0030964355079293572
9	3	mitte_sym	cursor	L	middle	sym	0.0009136893914155233	0.4984844863896678	-0.006254199074482195	0.007415652871045727	0.7324111159754323	0.08035657362314545	0.00011191388121476381	0.5271968570775926	-0.00805059785061748
9	3	mitte_asym	cursor	L	middle	asym	-0.006884065706909527	0.511227291788915	-0.0024790647871565934	-0.002263581500567873	0.7192049698583403	-0.010456790580412961	-0.004523852873877259	0.5448367927164153	0.005804678825749775
9	3	unten_sym	cursor	L	low	sym	-0.002693297730409475	0.48934919397713217	-0.019788421690499613	0.013728007973932413	0.7401721469363186	0.03359815402695496	0.0034564795438546104	0.5283786964336622	-0.01495292018452289
9	3	unten_asym	cursor	L	low	asym	-0.0065161608443527	0.5000317045620627	-0.016229979818985267	0.010287984463913536	0.7608694666704516	0.04239573808629446	0.000881671529705803	0.5317197319884582	-0.0034381939947016596
9	3	oben_sym	cursor	L	high	sym	-0.005475277787182403	0.4989999263070036	-0.016341119549722175	0.01855681513708107	0.7554122412020339	0.008203275853510385	-0.0036278368348346213	0.531166120072715	-0.017569071789024972
