ppid	session	trial	feedback	variable	value
14	3	2	cursor	point_err	0.34339720777551763
14	3	3	cursor	point_err	0.30047016600833626
14	3	4	cursor	point_err	0.3857631950852811
14	3	5	cursor	point_err	0.2920710459927949
14	3	6	cursor	point_err	0.5078621707680254
14	3	7	cursor	point_err	0.371010904642998
14	3	8	cursor	point_err	0.2172992075201325
14	3	9	cursor	point_err	0.18649720972346737
14	3	10	cursor	point_err	0.24721189575158214
14	3	11	cursor	point_err	0.32081953832372717
14	3	12	cursor	point_err	0.14020881032035662
14	3	13	cursor	point_err	0.155683641880031
14	3	14	cursor	point_err	0.24271425750698633
14	3	15	cursor	point_err	0.34454718252960087
14	3	16	cursor	point_err	0.14246771255305352
14	3	17	cursor	point_err	0.2313938788330712
15	1	0	cursor	point_err	0.020057188621770642
15	1	1	cursor	point_err	0.04460260970759378
15	1	2	cursor	point_err	0.014066443403223862
15	1	3	cursor	point_err	0.009216862655865963
15	1	4	cursor	point_err	0.018239598415869203
15	1	5	cursor	point_err	0.006614482054776042
15	1	6	cursor	point_err	0.04654303278620588
15	1	7	cursor	point_err	0.02079159618931352
15	1	8	cursor	point_err	0.003267731794140838
15	1	9	cursor	point_err	0.02725562638661084
15	1	10	cursor	point_err	0.0212258786414906
15	1	11	cursor	point_err	0.030538048500579697
15	1	12	cursor	point_err	0.02508759545412113
15	1	13	cursor	point_err	0.017133540389307176
15	1	15	cursor	point_err	0.020414448224272744
15	1	16	cursor	point_err	0.03779573470033426
15	1	17	cursor	point_err	0.030063348240389174
15	2	0	hand	point_err	0.2301893459458976
15	2	1	hand	point_err	0.0889542283348135
15	2	2	hand	point_err	0.1079652169151868
15	2	3	hand	point_err	0.13289550193872934
15	2	4	hand	point_err	0.0993189312110201
15	2	5	hand	point_err	0.08054157328879843
15	2	6	hand	point_err	0.10081507769339453
15	2	8	hand	point_err	0.10985779610554226
15	2	9	hand	point_err	0.09193984172840175
15	2	10	hand	point_err	0.11369339538708895
15	2	11	hand	point_err	0.0956210978916031
15	2	12	hand	point_err	0.14225543594103368
15	2	13	hand	point_err	0.1119568899145891
15	2	14	hand	point_err	0.1054476924604962
15	2	15	hand	point_err	0.16476555964342338
15	2	16	hand	point_err	0.13768608577513602
15	2	17	hand	point_err	0.13503522922578784
15	3	1	none	point_err	0.18321280328990452
15	3	2	none	point_err	0.16489348636693887
15	3	3	none	point_err	0.23027226633706868
15	3	4	none	point_err	0.3106570380790211
15	3	5	none	point_err	0.25008908209897285
15	3	6	none	point_err	0.20943580735584372
15	3	7	none	point_err	0.19841733962895144
15	3	8	none	point_err	0.4257251764967986
15	3	9	none	point_err	0.3431806798132857
15	3	10	none	point_err	0.2553397798481264
15	3	11	none	point_err	0.26828739336617957
15	3	12	none	point_err	0.30088784214606284
15	3	13	none	point_err	0.39069696390132336
15	3	14	none	point_err	0.2149377087590447
15	3	15	none	point_err	0.2652862793609471
15	3	16	none	point_err	0.2694612166613848
15	3	17	none	point_err	0.2530250562981266
16	1	0	cursor	point_err	0.3659414858868556
16	1	1	cursor	point_err	0.23809847715531515
16	1	2	cursor	point_err	0.28842413638532305
16	1	3	cursor	point_err	0.23627223918526014
16	1	4	cursor	point_err	0.2643166222421025
16	1	5	cursor	point_err	0.31800625483395895
16	1	6	cursor	point_err	0.3806950781994884
16	1	7	cursor	point_err	0.2846751904637517
16	1	8	cursor	point_err	0.1291754641620755
16	1	9	cursor	point_err	0.16479425162603514
16	1	10	cursor	point_err	0.14248572515554175
16	1	11	cursor	point_err	0.25928483121607754
16	1	12	cursor	point_err	0.26119699919609185
16	1	13	cursor	point_err	0.1828384992998171
16	1	14	cursor	point_err	0.314637023881086
16	1	15	cursor	point_err	0.3713899405660375
16	1	16	cursor	point_err	0.31171695231211993
16	1	17	cursor	point_err	0.20178567847925188
16	2	0	none	point_err	0.325931886842694
16	2	1	none	point_err	0.5877120896900258
16	2	2	none	point_err	0.809752495657382
16	2	3	none	point_err	0.6921358073157161
16	2	4	none	point_err	0.5767470771950222
16	2	5	none	point_err	0.535897843889504
16	2	6	none	point_err	0.8540072600464518
16	2	7	none	point_err	0.6411963988597454
16	2	8	none	point_err	0.49789832379578297
16	2	9	none	point_err	0.5565645902829998
16	2	10	none	point_err	0.5567167677642408
16	2	12	none	point_err	0.5644931100928224
16	2	13	none	point_err	0.7579520443181688
16	2	14	none	point_err	0.7756761330314494
16	2	15	none	point_err	0.6323857630925215
16	2	17	none	point_err	0.6920210193286679
16	3	0	hand	point_err	0.48741908459034594
16	3	1	hand	point_err	0.46014966498645715
16	3	2	hand	point_err	0.5625643409991218
16	3	3	hand	point_err	0.40125560735662463
16	3	4	hand	point_err	0.42849642201404586
16	3	5	hand	point_err	0.5263665217122939
16	3	6	hand	point_err	0.4702462774210749
16	3	7	hand	point_err	0.4651553578147752
16	3	8	hand	point_err	0.4542205321416424
16	3	9	hand	point_err	0.5327525011742966
16	3	10	hand	point_err	0.5005633262581464
16	3	11	hand	point_err	0.3557630331175908
16	3	12	hand	point_err	0.47017292153199897
16	3	13	hand	point_err	0.6900021803741044
16	3	14	hand	point_err	0.5326753802904428
16	3	15	hand	point_err	0.47193401426702625
16	3	16	hand	point_err	0.7456695950318917
16	3	17	hand	point_err	0.6332378570852701
18	1	0	none	point_err	0.5716190529678719
18	1	1	none	point_err	0.6037915482948092
18	1	2	none	point_err	0.4829921210457179
18	1	3	none	point_err	0.8072702340665171
18	1	4	none	point_err	0.47070272679536973
18	1	5	none	point_err	0.5551619401103534
18	1	6	none	point_err	0.26497909878437
18	1	7	none	point_err	0.40850371769396504
18	1	8	none	point_err	0.5636957021128374
18	1	9	none	point_err	0.33394444907915194
18	1	10	none	point_err	0.4746771742397449
18	1	11	none	point_err	0.4442946078637508
18	1	12	none	point_err	0.16677973408684385
18	1	13	none	point_err	0.19849183214862207
18	1	14	none	point_err	0.6397463378316679
18	1	15	none	point_err	0.18944241101272905
18	1	16	none	point_err	0.19120344463614297
18	1	17	none	point_err	0.2874581636670676
18	2	0	cursor	point_err	0.1650115037942937
18	2	1	cursor	point_err	0.12222343646453394
18	2	2	cursor	point_err	0.20771210029949838
18	2	3	cursor	point_err	0.14315102822369735
18	2	4	cursor	point_err	0.13558718465877304
18	2	5	cursor	point_err	0.21680106119148568
18	2	6	cursor	point_err	0.14108721306445357
18	2	7	cursor	point_err	0.17300066614777276
18	2	8	cursor	point_err	0.32081711531049667
18	2	9	cursor	point_err	0.2037824849204234
18	2	10	cursor	point_err	0.17091577329068625
18	2	11	cursor	point_err	0.21977650297983142
18	2	12	cursor	point_err	0.245003587305501
18	2	13	cursor	point_err	0.10934902981401896
18	2	14	cursor	point_err	0.2324230080323722
18	2	15	cursor	point_err	0.1593912414015955
18	2	16	cursor	point_err	0.17999921312162032
18	2	17	cursor	point_err	0.21518001161914763
18	3	0	hand	point_err	0.5273180801591326
18	3	1	hand	point_err	0.3961600821964158
18	3	2	hand	point_err	0.3631012050313788
18	3	3	hand	point_err	0.46888495408152836
18	3	4	hand	point_err	0.368373772965568
18	3	5	hand	point_err	0.3852137894773907
18	3	6	hand	point_err	0.3727044153179111
18	3	7	hand	point_err	0.35410532577002285
18	3	8	hand	point_err	0.39944269327409
18	3	9	hand	point_err	0.3762831078415674
18	3	10	hand	point_err	0.5034877194742199
18	3	11	hand	point_err	0.4013971393502708
18	3	12	hand	point_err	0.39224022190904406
18	3	13	hand	point_err	0.39770077648223184
18	3	14	hand	point_err	0.5878382700097718
18	3	15	hand	point_err	0.3801664633086851
18	3	16	hand	point_err	0.5146677847237101
18	3	17	hand	point_err	0.6549759778975862
19	1	0	hand	point_err	0.20605385688378355
19	1	1	hand	point_err	0.19243250787867378
19	1	2	hand	point_err	0.1721148364843732
19	1	3	hand	point_err	0.1439551760269504
19	1	4	hand	point_err	0.16565232321085352
19	1	5	hand	point_err	0.16972147145618308
19	1	6	hand	point_err	0.18889492739256344
19	1	7	hand	point_err	0.3016832749101285
19	1	8	hand	point_err	0.3520328218319801
19	1	9	hand	point_err	0.38684145464316866
19	1	10	hand	point_err	0.32840551843003907
19	1	11	hand	point_err	0.252332012148755
19	1	12	hand	point_err	0.24747458222274327
19	1	13	hand	point_err	0.24023635486067615
19	1	14	hand	point_err	0.3205420208285998
19	1	15	hand	point_err	0.453177510229333
19	1	16	hand	point_err	0.28230941837642237
19	1	17	hand	point_err	0.31556040770646554
19	2	0	cursor	point_err	0.1167822025160832
19	2	1	cursor	point_err	0.035979884487135946
19	2	2	cursor	point_err	0.07284015950504
19	2	3	cursor	point_err	0.05301335617760781
19	2	4	cursor	point_err	0.2816702605694264
19	2	5	cursor	point_err	0.10167590396570868
19	2	6	cursor	point_err	0.3422404998060179
19	2	7	cursor	point_err	0.21012387607911234
19	2	8	cursor	point_err	0.17996969750123315
19	2	9	cursor	point_err	0.164997153714092
19	2	10	cursor	point_err	0.08585041521991052
19	2	11	cursor	point_err	0.10935154273130655
19	2	12	cursor	point_err	0.16885090811359907
19	2	13	cursor	point_err	0.1873956405152154
19	2	14	cursor	point_err	0.21678430769172208
19	2	15	cursor	point_err	0.15115009148082653
19	2	16	cursor	point_err	0.09592299729053291
19	2	17	cursor	point_err	0.5418731880900854
19	3	0	none	point_err	0.06439990268909979
19	3	1	none	point_err	0.27576544013622983
19	3	2	none	point_err	0.439479819465186
19	3	3	none	point_err	0.8366197540480435
19	3	4	none	point_err	0.6114335956547143
19	3	5	none	point_err	0.5614913667306347
19	3	6	none	point_err	0.48611868363678895
19	3	7	none	point_err	0.39770044679845806
19	3	8	none	point_err	0.2799712968438135
19	3	9	none	point_err	0.5349376106395975
19	3	10	none	point_err	0.2868310321959552
19	3	11	none	point_err	0.43260783387640883
19	3	12	none	point_err	0.43306094836606657
19	3	13	none	point_err	0.7456233327909132
19	3	14	none	point_err	0.4027435287713839
19	3	15	none	point_err	0.8173796109799908
19	3	16	none	point_err	0.2818071929788421
19	3	17	none	point_err	0.5715932806349028
1	1	0	none	point_err	0.1298537917219332
1	1	1	none	point_err	0.011992114159629225
1	1	2	none	point_err	0.1761459271595447
1	1	3	none	point_err	0.20894389753227274
1	1	4	none	point_err	0.49180665933247186
1	1	5	none	point_err	0.25678760320329136
1	1	6	none	point_err	0.27699633655545863
1	1	7	none	point_err	0.14753805606652598
1	1	8	none	point_err	0.1988325461332471
1	1	9	none	point_err	0.0608925020393353
1	1	10	none	point_err	0.2607207041969052
1	1	11	none	point_err	0.2440035408799649
1	1	12	none	point_err	0.22588678690655078
1	1	13	none	point_err	0.14253010555862855
1	1	14	none	point_err	0.29722937623359963
1	1	15	none	point_err	0.3282423972824462
1	1	16	none	point_err	0.25557231576841755
1	1	17	none	point_err	0.3718156711583507
1	2	0	hand	point_err	0.1932509932526954
1	2	1	hand	point_err	0.20075003213003234
1	2	2	hand	point_err	0.18698857967893934
1	2	3	hand	point_err	0.1761874485091448
1	2	4	hand	point_err	0.176507792121278
1	2	5	hand	point_err	0.27106196623810064
1	2	6	hand	point_err	0.14778080077929354
1	2	7	hand	point_err	0.1686354563547697
1	2	8	hand	point_err	0.14243875084488894
1	2	9	hand	point_err	0.0991128018532259
1	2	10	hand	point_err	0.16893996415328522
1	2	11	hand	point_err	0.25896834441601363
1	2	12	hand	point_err	0.3306479484677403
1	2	13	hand	point_err	0.18574267056521668
1	2	14	hand	point_err	0.1788713241561189
1	2	15	hand	point_err	0.30171979808143223
1	2	16	hand	point_err	0.13537463664404226
1	2	17	hand	point_err	0.18202999347930648
1	3	0	cursor	point_err	0.020804636006102637
1	3	1	cursor	point_err	0.07511379687824307
1	3	2	cursor	point_err	0.08177539248434293
1	3	3	cursor	point_err	0.11207629604715857
1	3	4	cursor	point_err	0.07073617151109239
1	3	5	cursor	point_err	0.06553524451949008
1	3	6	cursor	point_err	0.04047948202693748
1	3	7	cursor	point_err	0.10411505083067675
1	3	8	cursor	point_err	0.05420581113031745
1	3	9	cursor	point_err	0.0791054452748558
1	3	10	cursor	point_err	0.01502540352354671
1	3	11	cursor	point_err	0.01696038650873892
1	3	12	cursor	point_err	0.02794429245785723
1	3	13	cursor	point_err	0.05288615424891525
1	3	14	cursor	point_err	0.031432923983267747
1	3	15	cursor	point_err	0.0835877268943283
1	3	16	cursor	point_err	0.0880552815657189
1	3	17	cursor	point_err	0.07370230497540628
20	1	0	hand	point_err	0.32616288157627515
20	1	1	hand	point_err	0.45100340469849876
20	1	2	hand	point_err	0.3397540759496977
20	1	3	hand	point_err	0.3644522506496641
20	1	4	hand	point_err	0.41291770772085973
20	1	5	hand	point_err	0.5280543976548013
20	1	6	hand	point_err	0.42602187375865064
20	1	7	hand	point_err	0.4545643294175277
20	1	8	hand	point_err	0.33833622237916827
20	1	9	hand	point_err	0.2482431326014334
20	1	10	hand	point_err	0.3561666414681024
20	1	11	hand	point_err	0.4229657201178985
20	1	12	hand	point_err	0.3707791448415578
20	1	13	hand	point_err	0.3282916528057057
20	1	14	hand	point_err	0.31886559163344813
20	1	15	hand	point_err	0.36182996936002526
20	1	16	hand	point_err	0.5022189484926037
20	1	17	hand	point_err	0.27827994890460395
20	2	0	none	point_err	0.21346713449047217
20	2	1	none	point_err	0.08768557508002503
20	2	2	none	point_err	0.5842877322439913
20	2	3	none	point_err	0.2991500271596414
20	2	4	none	point_err	0.330033053047472
20	2	5	none	point_err	0.601028772784888
20	2	6	none	point_err	0.4502321755185284
20	2	7	none	point_err	0.32848779991926763
20	2	8	none	point_err	0.45273385591576704
20	2	9	none	point_err	0.7001563113527043
20	2	10	none	point_err	0.40123828989093774
20	2	11	none	point_err	0.5705785841319766
20	2	12	none	point_err	0.6548861453083953
20	2	14	none	point_err	0.7277471166740417
20	2	15	none	point_err	0.8656235651002665
20	2	16	none	point_err	0.8458213745470483
20	2	17	none	point_err	0.4778720203517225
20	3	0	cursor	point_err	0.1533037132446793
20	3	1	cursor	point_err	0.16084708760415914
20	3	2	cursor	point_err	0.21805122796124196
20	3	3	cursor	point_err	0.26333459660837444
20	3	4	cursor	point_err	0.13207551544199708
20	3	5	cursor	point_err	0.059446151179341246
20	3	6	cursor	point_err	0.36409792836393295
20	3	7	cursor	point_err	0.1296240395120803
20	3	8	cursor	point_err	0.06413545009405806
20	3	9	cursor	point_err	0.1489482695790535
20	3	10	cursor	point_err	0.16555807858520494
20	3	11	cursor	point_err	0.1654407021843024
20	3	12	cursor	point_err	0.23994377342549458
20	3	13	cursor	point_err	0.3033552695034871
20	3	14	cursor	point_err	0.026209163265790255
20	3	15	cursor	point_err	0.12318569382912223
20	3	16	cursor	point_err	0.11102014351804301
20	3	17	cursor	point_err	0.2226729906729116
21	1	0	cursor	point_err	0.005240758664276658
21	1	1	cursor	point_err	0.015387783722225414
21	1	2	cursor	point_err	0.04406263146175341
21	1	3	cursor	point_err	0.03666453195180289
21	1	4	cursor	point_err	0.007231005715858417
21	1	5	cursor	point_err	0.05509667479793559
21	1	6	cursor	point_err	0.03964213501638606
21	1	7	cursor	point_err	0.026278087544368254
21	1	8	cursor	point_err	0.008018790897671838
21	1	9	cursor	point_err	0.018302475532469525
21	1	10	cursor	point_err	0.020486746772988684
21	1	11	cursor	point_err	0.011217288261313674
21	1	12	cursor	point_err	0.04063212761398841
21	1	13	cursor	point_err	0.03369708361175181
21	1	14	cursor	point_err	0.03883174223159606
21	1	15	cursor	point_err	0.09637745078072928
21	1	16	cursor	point_err	0.12498919384011248
21	1	17	cursor	point_err	0.1596846834989416
21	2	0	hand	point_err	0.2186669142650216
21	2	1	hand	point_err	0.13636351801882432
21	2	2	hand	point_err	0.15056833250057955
21	2	3	hand	point_err	0.11678711454415847
21	2	4	hand	point_err	0.16794775931375225
21	2	5	hand	point_err	0.1266786112835959
21	2	6	hand	point_err	0.10071739191071204
21	2	7	hand	point_err	0.09736593751939361
21	2	8	hand	point_err	0.06500454332564909
21	2	9	hand	point_err	0.2988204066121954
21	2	10	hand	point_err	0.17672980476584108
21	2	11	hand	point_err	0.12718823840315668
21	2	12	hand	point_err	0.18225640450658173
21	2	13	hand	point_err	0.19816105474672066
21	2	14	hand	point_err	0.1992819093029339
21	2	15	hand	point_err	0.14731100155793472
21	2	16	hand	point_err	0.16609244118729183
21	2	17	hand	point_err	0.15616864767115832
21	3	0	none	point_err	0.1277968981235142
21	3	1	none	point_err	0.20196725805141189
21	3	2	none	point_err	0.32652970900927586
21	3	3	none	point_err	0.1380053884826744
21	3	4	none	point_err	0.27093323638575795
21	3	5	none	point_err	0.22374713824632333
21	3	6	none	point_err	0.29774948660985906
21	3	7	none	point_err	0.16649365793718532
21	3	8	none	point_err	0.1710638840747087
21	3	9	none	point_err	0.3749087379442667
21	3	10	none	point_err	0.2463034596880152
21	3	11	none	point_err	0.16185579376766762
21	3	12	none	point_err	0.3285774485824139
21	3	13	none	point_err	0.26476923902000776
21	3	14	none	point_err	0.3791099948869334
21	3	15	none	point_err	0.4080132628881648
21	3	16	none	point_err	0.4719841124574982
21	3	17	none	point_err	0.25061337061360567
22	1	0	cursor	point_err	0.18264822316699791
22	1	3	cursor	point_err	0.3171665062400491
22	1	4	cursor	point_err	0.1621695587293201
22	1	5	cursor	point_err	0.2899910685389389
22	1	6	cursor	point_err	0.3540936077939881
