ppid	session	trial	feedback	variable	value
10	3	17	none	point_errL	0.34907460863081075
11	1	0	cursor	point_errL	0.275977739261394
11	1	1	cursor	point_errL	0.04960050879344411
11	1	2	cursor	point_errL	0.419236435895356
11	1	3	cursor	point_errL	0.1141170099460432
11	1	4	cursor	point_errL	0.1102916551023865
11	1	5	cursor	point_errL	0.10999117309870542
11	1	6	cursor	point_errL	0.6281207229543715
11	1	7	cursor	point_errL	0.1396863822343458
11	1	8	cursor	point_errL	0.36863011290755343
11	1	9	cursor	point_errL	0.4548599302683984
11	1	10	cursor	point_errL	0.4883935028437281
11	1	11	cursor	point_errL	0.14565386154909696
11	1	12	cursor	point_errL	0.3961304524561494
11	1	13	cursor	point_errL	0.32298530593531977
11	1	14	cursor	point_errL	0.16470006950950666
11	1	15	cursor	point_errL	0.19305703795086848
11	1	16	cursor	point_errL	0.15914964168059714
11	1	17	cursor	point_errL	0.0873111248711607
11	2	0	none	point_errL	0.8564954834222676
11	2	1	none	point_errL	0.2010624098539856
11	2	2	none	point_errL	0.31237950124456826
11	2	3	none	point_errL	0.5820682079013818
11	2	4	none	point_errL	0.43141478480053114
11	2	5	none	point_errL	0.39965996918898267
11	2	6	none	point_errL	0.3841615246335143
11	2	7	none	point_errL	0.6934199025992495
11	2	8	none	point_errL	0.5641170431689163
11	2	9	none	point_errL	0.4627745571781264
11	2	10	none	point_errL	0.5404102972757492
11	2	11	none	point_errL	0.42146104954798547
11	2	12	none	point_errL	0.5575615759758681
11	2	13	none	point_errL	0.6438883489057607
11	2	14	none	point_errL	0.2669578661617457
11	2	15	none	point_errL	0.11808258615968364
11	2	16	none	point_errL	0.477324964836528
11	2	17	none	point_errL	0.1453834325547298
11	3	0	hand	point_errL	0.22554133994062517
11	3	1	hand	point_errL	0.2717868950988223
11	3	2	hand	point_errL	0.26743032565194363
11	3	3	hand	point_errL	0.020452843454542246
11	3	4	hand	point_errL	0.012330784654606967
11	3	5	hand	point_errL	0.31254381518974006
11	3	6	hand	point_errL	0.35049819231142104
11	3	7	hand	point_errL	0.034201822726712905
11	3	8	hand	point_errL	0.23639183543805492
11	3	9	hand	point_errL	0.07722100511050568
11	3	10	hand	point_errL	0.07696268534183229
11	3	11	hand	point_errL	0.37153096460327495
11	3	12	hand	point_errL	0.28714479592943076
11	3	13	hand	point_errL	0.25237286490452915
11	3	14	hand	point_errL	0.22343140009513573
11	3	15	hand	point_errL	0.31558537817050825
11	3	16	hand	point_errL	0.3511250738230595
11	3	17	hand	point_errL	0.022689300073446116
12	1	0	none	point_errL	0.3487441009182251
12	1	1	none	point_errL	0.731426168627434
12	1	2	none	point_errL	0.6945981760692788
12	1	3	none	point_errL	0.3914967134386978
12	1	4	none	point_errL	0.4744593001143688
12	1	5	none	point_errL	0.6389960583076499
12	1	6	none	point_errL	0.7087446628776454
12	1	7	none	point_errL	0.5886759934500627
12	1	8	none	point_errL	0.326360984881171
12	1	11	none	point_errL	0.570799819027097
12	1	12	none	point_errL	0.5014613176432946
12	1	13	none	point_errL	0.720652036707997
12	1	14	none	point_errL	0.6925954435390742
12	1	15	none	point_errL	0.4507455802727361
12	1	17	none	point_errL	0.5630444260112923
12	2	0	cursor	point_errL	0.12278953262097739
12	2	1	cursor	point_errL	0.10048962888405248
12	2	2	cursor	point_errL	0.09271704779607993
12	2	3	cursor	point_errL	0.0567091625165304
12	2	4	cursor	point_errL	0.14779413542572867
12	2	5	cursor	point_errL	0.1175399460565114
12	2	6	cursor	point_errL	0.12861465139403622
12	2	7	cursor	point_errL	0.21136660833097748
12	2	8	cursor	point_errL	0.1213183581635085
12	2	9	cursor	point_errL	0.14990142711055832
12	2	10	cursor	point_errL	0.0992981672045842
12	2	11	cursor	point_errL	0.2153320483171986
12	2	12	cursor	point_errL	0.18831656351559511
12	2	13	cursor	point_errL	0.12742802563494707
12	2	14	cursor	point_errL	0.12322641402017828
12	2	15	cursor	point_errL	0.142195873743602
12	2	16	cursor	point_errL	0.17928391966768764
12	2	17	cursor	point_errL	0.1240772797511371
12	3	0	hand	point_errL	0.2502941945554451
12	3	1	hand	point_errL	0.4597428153396057
12	3	2	hand	point_errL	0.40502095158162726
12	3	3	hand	point_errL	0.37837023334909214
12	3	4	hand	point_errL	0.5619013379208017
12	3	5	hand	point_errL	0.6319792187827412
12	3	6	hand	point_errL	0.4410297054380562
12	3	7	hand	point_errL	0.45904026993226
12	3	8	hand	point_errL	0.2687989555062481
12	3	9	hand	point_errL	0.457989784202023
12	3	10	hand	point_errL	0.45996030135882837
12	3	11	hand	point_errL	0.5195425670211342
12	3	12	hand	point_errL	0.49088630363768737
12	3	13	hand	point_errL	0.41026838458879245
12	3	14	hand	point_errL	0.4100744137936825
12	3	15	hand	point_errL	0.4211194630711121
12	3	16	hand	point_errL	0.5386124079189899
12	3	17	hand	point_errL	0.4874747570678315
13	1	0	hand	point_errL	0.23683829115763907
13	1	1	hand	point_errL	0.15997722344003357
13	1	2	hand	point_errL	0.2459617898189075
13	1	3	hand	point_errL	0.15494638811238934
13	1	4	hand	point_errL	0.1682629981966998
13	1	5	hand	point_errL	0.21761855685080825
13	1	6	hand	point_errL	0.21294214517698307
13	1	7	hand	point_errL	0.270311796796504
13	1	8	hand	point_errL	0.2344320481784252
13	1	9	hand	point_errL	0.182748999789942
13	1	10	hand	point_errL	0.19653462653498405
13	1	11	hand	point_errL	0.1670657259730869
13	1	12	hand	point_errL	0.21884110730802359
13	1	13	hand	point_errL	0.19694691635917919
13	1	14	hand	point_errL	0.19125748027341344
13	1	15	hand	point_errL	0.19646808336071728
13	1	16	hand	point_errL	0.2413746296357621
13	1	17	hand	point_errL	0.1569833507915402
13	2	0	cursor	point_errL	0.10055462607329267
13	2	1	cursor	point_errL	0.16981383782308687
13	2	2	cursor	point_errL	0.08092463694917948
13	2	3	cursor	point_errL	0.12644600065065176
13	2	4	cursor	point_errL	0.10768153604474139
13	2	5	cursor	point_errL	0.13233074298498504
13	2	6	cursor	point_errL	0.1424484941428539
13	2	7	cursor	point_errL	0.14309572553467398
13	2	8	cursor	point_errL	0.12777162030884076
13	2	9	cursor	point_errL	0.14065665467210708
13	2	10	cursor	point_errL	0.049068694027527004
13	2	11	cursor	point_errL	0.1266715272763923
13	2	12	cursor	point_errL	0.07180342964718081
13	2	13	cursor	point_errL	0.0897896707201049
13	2	14	cursor	point_errL	0.12961050034218352
13	2	15	cursor	point_errL	0.11554862752683477
13	2	16	cursor	point_errL	0.13325763469866428
13	2	17	cursor	point_errL	0.1686101983705561
13	3	0	none	point_errL	0.20899121287002237
13	3	1	none	point_errL	0.40096168739791455
13	3	2	none	point_errL	0.5863922948031374
13	3	3	none	point_errL	0.33039356735320297
13	3	4	none	point_errL	0.6742206620193536
13	3	5	none	point_errL	
13	3	6	none	point_errL	0.8465392473421027
13	3	7	none	point_errL	0.6083933222786551
13	3	10	none	point_errL	0.592576637845658
13	3	12	none	point_errL	0.6905461328438582
13	3	13	none	point_errL	0.8833549816099323
13	3	14	none	point_errL	0.6223445519011923
13	3	15	none	point_errL	0.8354596931497675
13	3	17	none	point_errL	0.6804151191368402
14	1	0	hand	point_errL	0.2914694532409038
14	1	1	hand	point_errL	0.27881633970588315
14	1	2	hand	point_errL	0.31829899059101296
14	1	3	hand	point_errL	0.28249207085273514
14	1	4	hand	point_errL	0.33944488709908005
14	1	6	hand	point_errL	0.29610773259568757
14	1	7	hand	point_errL	0.39094791589059363
14	1	8	hand	point_errL	0.3631280336103229
14	1	9	hand	point_errL	0.3997386098485994
14	1	10	hand	point_errL	0.35105448029986036
14	1	11	hand	point_errL	0.2812654956438102
14	1	12	hand	point_errL	0.3845566524306391
14	1	13	hand	point_errL	0.3771681309318023
14	1	14	hand	point_errL	0.43011284619290857
14	1	15	hand	point_errL	0.4288144896026983
14	1	16	hand	point_errL	0.4031568622796923
14	1	17	hand	point_errL	0.27379046974563603
14	2	0	none	point_errL	0.5697785659038277
14	2	1	none	point_errL	0.4087173981062433
14	2	2	none	point_errL	0.3141971635381516
14	2	3	none	point_errL	0.29886149267132345
14	2	4	none	point_errL	0.3082036026821771
14	2	5	none	point_errL	0.5089962227770086
14	2	6	none	point_errL	0.6223117493219409
14	2	7	none	point_errL	0.86173643977005
14	2	8	none	point_errL	0.341570291839404
14	2	9	none	point_errL	0.42470900540267226
14	2	10	none	point_errL	0.6186971603891468
14	2	13	none	point_errL	0.4253561495348032
14	2	14	none	point_errL	0.7457519554780618
14	2	15	none	point_errL	0.2547278374450314
14	2	16	none	point_errL	0.4261046271004307
14	2	17	none	point_errL	0.5275465811768018
14	3	0	cursor	point_errL	0.5255401241543307
14	3	1	cursor	point_errL	0.31356330650680053
14	3	2	cursor	point_errL	0.33271060001232944
14	3	3	cursor	point_errL	0.27650519616378927
14	3	4	cursor	point_errL	0.3642532352561891
14	3	5	cursor	point_errL	0.2753420967782539
14	3	6	cursor	point_errL	0.49595322342838044
14	3	7	cursor	point_errL	0.3636164803019125
14	3	8	cursor	point_errL	0.20251038370157087
14	3	9	cursor	point_errL	0.17709317604088118
14	3	10	cursor	point_errL	0.2369847010719771
14	3	11	cursor	point_errL	0.3166974538375853
14	3	12	cursor	point_errL	0.1314375182190428
14	3	13	cursor	point_errL	0.13685365391763732
14	3	14	cursor	point_errL	0.22710732809951548
14	3	15	cursor	point_errL	0.32825509043385154
14	3	16	cursor	point_errL	0.1165417500712339
14	3	17	cursor	point_errL	0.21652934353114228
15	1	0	cursor	point_errL	0.05410588929731764
15	1	1	cursor	point_errL	0.058706650674583596
15	1	2	cursor	point_errL	0.057449466431300646
15	1	3	cursor	point_errL	0.06856164051265813
15	1	4	cursor	point_errL	0.04395506099244807
15	1	5	cursor	point_errL	0.056135878967898026
15	1	6	cursor	point_errL	0.019077210868686464
15	1	7	cursor	point_errL	0.04727414826404041
15	1	8	cursor	point_errL	0.059480200537341786
15	1	9	cursor	point_errL	0.03870747711549246
15	1	10	cursor	point_errL	0.04043016902726928
15	1	11	cursor	point_errL	0.04592445255251674
15	1	12	cursor	point_errL	0.03942023157641792
15	1	13	cursor	point_errL	0.04476322483856044
15	1	15	cursor	point_errL	0.08217150294880302
15	1	16	cursor	point_errL	0.03765897871007244
15	1	17	cursor	point_errL	0.08694022581678826
15	2	0	hand	point_errL	0.22440507035885915
15	2	1	hand	point_errL	0.13064763047932743
15	2	2	hand	point_errL	0.07832590482150578
15	2	3	hand	point_errL	0.08266235772453243
15	2	4	hand	point_errL	0.04820993713404293
15	2	5	hand	point_errL	0.05492828495154167
15	2	6	hand	point_errL	0.05119907711591566
15	2	8	hand	point_errL	0.05976107405003163
15	2	9	hand	point_errL	0.059398295811944245
15	2	10	hand	point_errL	0.08699962119507498
15	2	11	hand	point_errL	0.074444735640391
15	2	12	hand	point_errL	0.09431283812569101
15	2	13	hand	point_errL	0.08654789978743775
15	2	14	hand	point_errL	0.07547139517821076
15	2	15	hand	point_errL	0.13034365017799437
15	2	16	hand	point_errL	0.10690605558912687
15	2	17	hand	point_errL	0.10552537876998187
15	3	1	none	point_errL	0.17214334457841118
15	3	2	none	point_errL	0.16592356622627924
15	3	3	none	point_errL	0.24362445489047033
15	3	4	none	point_errL	0.30834702566037514
15	3	5	none	point_errL	0.24423208379160383
15	3	6	none	point_errL	0.1980568323337345
15	3	7	none	point_errL	0.20624010773165458
15	3	8	none	point_errL	0.4175185472524506
15	3	9	none	point_errL	0.33101878536291307
15	3	10	none	point_errL	0.24447804011002375
15	3	11	none	point_errL	0.25850837937440274
15	3	12	none	point_errL	0.284970920299445
15	3	13	none	point_errL	0.3703712810588107
15	3	14	none	point_errL	0.19645176813910933
15	3	15	none	point_errL	0.24837667939546237
15	3	16	none	point_errL	0.24811662609658608
15	3	17	none	point_errL	0.22650730324997642
16	1	0	cursor	point_errL	0.3631724162031981
16	1	1	cursor	point_errL	0.22907007076645675
16	1	2	cursor	point_errL	0.2825455292835335
16	1	3	cursor	point_errL	0.21940431726519655
16	1	4	cursor	point_errL	0.25641447049066746
16	1	5	cursor	point_errL	0.30863013625821545
16	1	6	cursor	point_errL	0.37103964466302475
16	1	7	cursor	point_errL	0.2763012203126537
16	1	8	cursor	point_errL	0.12589337425328093
16	1	9	cursor	point_errL	0.1609092759687867
16	1	10	cursor	point_errL	0.12278359831408485
16	1	11	cursor	point_errL	0.24177060454304397
16	1	12	cursor	point_errL	0.25316576874464375
16	1	13	cursor	point_errL	0.17142173508680236
16	1	14	cursor	point_errL	0.3121109962430536
16	1	15	cursor	point_errL	0.3610820284398937
16	1	16	cursor	point_errL	0.29890050785318295
16	1	17	cursor	point_errL	0.18866288798519915
16	2	0	none	point_errL	0.31791261796615433
16	2	1	none	point_errL	0.5871995222735307
16	2	2	none	point_errL	0.7933338881253831
16	2	3	none	point_errL	0.6741081042841668
16	2	4	none	point_errL	0.5660522287317392
16	2	5	none	point_errL	0.5193418988837056
16	2	6	none	point_errL	0.8449245567043947
16	2	7	none	point_errL	0.6190312095196425
16	2	8	none	point_errL	0.48384041407207307
16	2	9	none	point_errL	0.5526178496607876
16	2	10	none	point_errL	0.5308695688784809
16	2	12	none	point_errL	0.5457033659875895
16	2	13	none	point_errL	0.737977781127171
16	2	14	none	point_errL	0.7525169164822608
16	2	15	none	point_errL	0.6175367337947901
16	2	17	none	point_errL	0.6767178457297945
16	3	0	hand	point_errL	0.45384821316019563
16	3	1	hand	point_errL	0.4333834534653294
16	3	2	hand	point_errL	0.5290226973995945
16	3	3	hand	point_errL	0.3727958848725469
16	3	4	hand	point_errL	0.400729758467516
16	3	5	hand	point_errL	0.49594804062665265
16	3	6	hand	point_errL	0.4447643877862564
16	3	7	hand	point_errL	0.4320596781148279
16	3	8	hand	point_errL	0.4263265955176837
16	3	9	hand	point_errL	0.5017839038521349
16	3	10	hand	point_errL	0.4727978144796081
16	3	11	hand	point_errL	0.32488808800940977
16	3	12	hand	point_errL	0.440599820082501
16	3	13	hand	point_errL	0.6900021803741044
16	3	14	hand	point_errL	0.5051409949941775
16	3	15	hand	point_errL	0.4456252477550054
16	3	16	hand	point_errL	0.7383045213624054
16	3	17	hand	point_errL	0.6049578285628227
18	1	0	none	point_errL	0.5704587742028905
18	1	1	none	point_errL	0.6096839800722085
18	1	2	none	point_errL	0.46751689647632644
18	1	3	none	point_errL	0.7905657223699386
18	1	4	none	point_errL	0.4635150195973115
18	1	5	none	point_errL	0.5253304072871248
18	1	6	none	point_errL	0.22705187064872892
18	1	7	none	point_errL	0.4062972411054818
18	1	8	none	point_errL	0.5347550447537717
18	1	9	none	point_errL	0.3203720005727388
18	1	10	none	point_errL	0.4691781868672381
18	1	11	none	point_errL	0.41339868738350705
18	1	12	none	point_errL	0.15051581938562303
18	1	13	none	point_errL	0.18021009413415195
18	1	14	none	point_errL	0.6081414766018596
18	1	15	none	point_errL	0.17346552713538813
18	1	16	none	point_errL	0.16784579900839208
18	1	17	none	point_errL	0.254770561299497
18	2	0	cursor	point_errL	0.13573742899375668
18	2	1	cursor	point_errL	0.09151758362828687
18	2	2	cursor	point_errL	0.18667521851829222
18	2	3	cursor	point_errL	0.11760232298480404
18	2	4	cursor	point_errL	0.1112082201550432
18	2	5	cursor	point_errL	0.19108927088062047
18	2	6	cursor	point_errL	0.13260038512375244
18	2	7	cursor	point_errL	0.14235194222435774
18	2	8	cursor	point_errL	0.3020900179178889
18	2	9	cursor	point_errL	0.1712679906817146
18	2	10	cursor	point_errL	0.14655575400028992
18	2	11	cursor	point_errL	0.19506837688018325
18	2	12	cursor	point_errL	0.23438551163797589
18	2	13	cursor	point_errL	0.09641601753203016
18	2	14	cursor	point_errL	0.20669963953296003
18	2	15	cursor	point_errL	0.13534539217451733
18	2	16	cursor	point_errL	0.1632110838958278
18	2	17	cursor	point_errL	0.1920743237580291
18	3	0	hand	point_errL	0.5171702173708095
18	3	1	hand	point_errL	0.38651523435254914
18	3	2	hand	point_errL	0.34885105655948523
18	3	3	hand	point_errL	0.4646014811573785
18	3	4	hand	point_errL	0.363632731614199
18	3	5	hand	point_errL	0.3777335831830428
18	3	6	hand	point_errL	0.374733339857221
18	3	7	hand	point_errL	0.3461221570788839
18	3	8	hand	point_errL	0.39818889779625605
18	3	9	hand	point_errL	0.36634846660215514
18	3	10	hand	point_errL	0.5008538577422763
18	3	11	hand	point_errL	0.387066734279937
18	3	12	hand	point_errL	0.3924969314676565
18	3	13	hand	point_errL	0.4034873079747443
18	3	14	hand	point_errL	0.5736579013194095
18	3	15	hand	point_errL	0.37580125189435337
18	3	16	hand	point_errL	0.5055694147588515
18	3	17	hand	point_errL	0.6473536966852134
19	1	0	hand	point_errL	0.21262695298963125
19	1	1	hand	point_errL	0.18851402011142276
19	1	2	hand	point_errL	0.19069884098008422
19	1	3	hand	point_errL	0.15049346529433077
19	1	4	hand	point_errL	0.18512735222092033
19	1	5	hand	point_errL	0.18692454147244703
19	1	6	hand	point_errL	0.20356011343604316
19	1	7	hand	point_errL	0.30573925552214487
19	1	8	hand	point_errL	0.3611094353447488
19	1	9	hand	point_errL	0.3847196996102274
19	1	10	hand	point_errL	0.3243821720671837
19	1	11	hand	point_errL	0.2626017367102768
19	1	12	hand	point_errL	0.26275660042017834
19	1	13	hand	point_errL	0.25579884755203536
19	1	14	hand	point_errL	0.3202074070126083
19	1	15	hand	point_errL	0.44790146343510256
19	1	16	hand	point_errL	0.2905654698604274
19	1	17	hand	point_errL	0.31731060015046725
19	2	0	cursor	point_errL	0.14455567719934811
19	2	1	cursor	point_errL	0.05772018049185789
19	2	2	cursor	point_errL	0.09759109486427044
19	2	3	cursor	point_errL	0.06976848966999857
19	2	4	cursor	point_errL	0.27319524416312874
19	2	5	cursor	point_errL	0.1075290816492331
19	2	6	cursor	point_errL	0.3387438749963915
19	2	7	cursor	point_errL	0.21758776323561763
19	2	8	cursor	point_errL	0.18264770790775683
19	2	9	cursor	point_errL	0.15856875562560302
19	2	10	cursor	point_errL	0.09810706840167281
19	2	11	cursor	point_errL	0.11937539336022422
19	2	12	cursor	point_errL	0.21155745203952378
19	2	13	cursor	point_errL	0.185841104971729
19	2	14	cursor	point_errL	0.20935566582762738
19	2	15	cursor	point_errL	0.14100150679892984
19	2	16	cursor	point_errL	0.09990634037524222
19	2	17	cursor	point_errL	0.5246218822783922
19	3	0	none	point_errL	0.07047067919969609
19	3	1	none	point_errL	0.29621277684947867
19	3	2	none	point_errL	0.45427996294342576
19	3	3	none	point_errL	0.8399918386826347
19	3	4	none	point_errL	0.6190020776997988
19	3	5	none	point_errL	0.5856081431329307
19	3	6	none	point_errL	0.49459823600895664
19	3	7	none	point_errL	0.3966734491394088
19	3	8	none	point_errL	0.2915548470253287
19	3	9	none	point_errL	0.5192480778814217
19	3	10	none	point_errL	0.29560208409133376
19	3	11	none	point_errL	0.4173414405372465
19	3	12	none	point_errL	0.4344859661331702
19	3	13	none	point_errL	0.7389817078477565
19	3	14	none	point_errL	0.39708028002442874
19	3	15	none	point_errL	0.8131615855836074
19	3	16	none	point_errL	0.29952403978546965
19	3	17	none	point_errL	0.5464675217506031
1	1	0	none	point_errL	0.10800722210016853
1	1	1	none	point_errL	0.05521718618765271
1	1	2	none	point_errL	0.14124613278921033
1	1	3	none	point_errL	0.2574568925281825
1	1	4	none	point_errL	0.46371785759624345
1	1	5	none	point_errL	0.3174586095044024
1	1	6	none	point_errL	0.2490997239305679
1	1	7	none	point_errL	0.15082853765292278
1	1	8	none	point_errL	0.22222963847945085
1	1	9	none	point_errL	0.10518629783175121
1	1	10	none	point_errL	0.2166272731764826
1	1	11	none	point_errL	0.20627645859954266
1	1	12	none	point_errL	0.21578272332248744
1	1	13	none	point_errL	0.12272485049836061
1	1	14	none	point_errL	0.2516077789021235
1	1	15	none	point_errL	0.30108875442567606
1	1	16	none	point_errL	0.2240842408527686
1	1	17	none	point_errL	0.35027329084876846
1	2	0	hand	point_errL	0.1643698536905823
1	2	1	hand	point_errL	0.17095856903117476
1	2	2	hand	point_errL	0.15602278820994975
1	2	3	hand	point_errL	0.14387856183940032
1	2	4	hand	point_errL	0.14758331710125225
1	2	5	hand	point_errL	0.24347352315781554
1	2	6	hand	point_errL	0.11722167340096587
1	2	7	hand	point_errL	0.13914886901271328
1	2	8	hand	point_errL	0.11509696480713813
1	2	9	hand	point_errL	0.07129275096533551
1	2	10	hand	point_errL	0.1372981312572485
1	2	11	hand	point_errL	0.23072742644713365
1	2	12	hand	point_errL	0.31161884270661755
1	2	13	hand	point_errL	0.14953170174380795
1	2	14	hand	point_errL	0.1437150454586015
1	2	15	hand	point_errL	0.30062877977319674
1	2	16	hand	point_errL	0.10670119087669264
1	2	17	hand	point_errL	0.15381483300821341
1	3	0	cursor	point_errL	0.04503696975937622
1	3	1	cursor	point_errL	0.10604723938610387
1	3	2	cursor	point_errL	0.11247053979195801
1	3	3	cursor	point_errL	0.14363194732885728
1	3	4	cursor	point_errL	0.09567431236760311
1	3	5	cursor	point_errL	0.0790809711312045
1	3	6	cursor	point_errL	0.018965736428954078
1	3	7	cursor	point_errL	0.12956142567001394
1	3	8	cursor	point_errL	0.08016811146355585
1	3	9	cursor	point_errL	0.10728162256150386
1	3	10	cursor	point_errL	0.0371459289220811
1	3	11	cursor	point_errL	0.015354186842362625
1	3	12	cursor	point_errL	0.0579591094281547
1	3	13	cursor	point_errL	0.06064774354464164
1	3	14	cursor	point_errL	0.047444490994844546
1	3	15	cursor	point_errL	0.05637271519580228
1	3	16	cursor	point_errL	0.056244750030156325
1	3	17	cursor	point_errL	0.04362215650088351
20	1	0	hand	point_errL	0.2946477389497582
20	1	1	hand	point_errL	0.4236567641728427
20	1	2	hand	point_errL	0.3126847535942226
20	1	3	hand	point_errL	0.32223069700296936
20	1	4	hand	point_errL	0.387537669149808
20	1	5	hand	point_errL	0.515385474278856
20	1	6	hand	point_errL	0.39895366503456176
20	1	7	hand	point_errL	0.4295766966869336
20	1	8	hand	point_errL	0.3154996109401943
20	1	9	hand	point_errL	0.21839730482116196
20	1	10	hand	point_errL	0.33316696242083566
20	1	11	hand	point_errL	0.42172675612140786
20	1	12	hand	point_errL	0.34913325924456623
20	1	13	hand	point_errL	0.3001048012212243
20	1	14	hand	point_errL	0.2843500761618602
20	1	15	hand	point_errL	0.3303134138208575
20	1	16	hand	point_errL	0.4763430559450021
20	1	17	hand	point_errL	0.2490697260404473
20	2	0	none	point_errL	0.20395631898120586
20	2	1	none	point_errL	0.12483071831694079
20	2	2	none	point_errL	0.5785391450559509
20	2	3	none	point_errL	0.2669950561098639
20	2	4	none	point_errL	0.3124296455624969
20	2	5	none	point_errL	0.5697684656371869
20	2	6	none	point_errL	0.4368491727134313
20	2	7	none	point_errL	0.2958989427398495
20	2	8	none	point_errL	0.4308906252374298
20	2	9	none	point_errL	0.6723426631550325
20	2	10	none	point_errL	0.37618965605151666
20	2	11	none	point_errL	0.54890936903181
20	2	12	none	point_errL	0.6310124272511275
20	2	14	none	point_errL	0.6858408222937331
20	2	15	none	point_errL	0.8236609417694437
20	2	16	none	point_errL	0.8286957316623599
20	2	17	none	point_errL	0.4217600128861007
20	3	0	cursor	point_errL	0.1254179786036378
20	3	1	cursor	point_errL	0.13355951144032638
20	3	2	cursor	point_errL	0.19704018715401775
20	3	3	cursor	point_errL	0.24986678562234685
20	3	4	cursor	point_errL	0.10264608274438283
20	3	5	cursor	point_errL	0.040830701616363395
20	3	6	cursor	point_errL	0.36171120386265726
20	3	7	cursor	point_errL	0.1057492161471163
20	3	8	cursor	point_errL	0.09808939068563838
20	3	9	cursor	point_errL	0.12122879350589685
20	3	10	cursor	point_errL	0.13500857369627733
20	3	11	cursor	point_errL	0.1467083728432502
20	3	12	cursor	point_errL	0.21802832599338065
20	3	13	cursor	point_errL	0.3033354184644706
20	3	14	cursor	point_errL	0.06767843684795634
20	3	15	cursor	point_errL	0.0913881878303553
20	3	16	cursor	point_errL	0.08208549513733036
20	3	17	cursor	point_errL	0.19848880552722115
21	1	0	cursor	point_errL	0.02899724573552478
21	1	1	cursor	point_errL	0.039101355948715
21	1	2	cursor	point_errL	0.0776032290594815
21	1	3	cursor	point_errL	0.06941476638236072
21	1	4	cursor	point_errL	0.03998755778738112
21	1	5	cursor	point_errL	0.034277827256841704
21	1	6	cursor	point_errL	0.02585999447483888
21	1	7	cursor	point_errL	0.0343870356029116
21	1	8	cursor	point_errL	0.034646844032249234
21	1	9	cursor	point_errL	0.022163011856107345
21	1	10	cursor	point_errL	0.013539108881512378
21	1	11	cursor	point_errL	0.021235858940570364
21	1	12	cursor	point_errL	0.07733708095485779
21	1	13	cursor	point_errL	0.07113769515918875
21	1	14	cursor	point_errL	0.050327066981055234
21	1	15	cursor	point_errL	0.12579587914881202
21	1	16	cursor	point_errL	0.15910342387766874
21	1	17	cursor	point_errL	0.12510907272910826
21	2	0	hand	point_errL	0.1851579969832957
21	2	1	hand	point_errL	0.10335501133428719
21	2	2	hand	point_errL	0.12213962025965648
21	2	3	hand	point_errL	0.0921827231155631
21	2	4	hand	point_errL	0.1415850703422908
21	2	5	hand	point_errL	0.09945990721219877
21	2	6	hand	point_errL	0.08752734666543348
21	2	7	hand	point_errL	0.08122448586434175
21	2	8	hand	point_errL	0.11631290015678493
21	2	9	hand	point_errL	0.2718316387004869
21	2	10	hand	point_errL	0.1462619923168591
21	2	11	hand	point_errL	0.1017137107483921
21	2	12	hand	point_errL	0.15180248857839615
21	2	13	hand	point_errL	0.1619803969040942
21	2	14	hand	point_errL	0.172370824919241
21	2	15	hand	point_errL	0.11519486577115934
21	2	16	hand	point_errL	0.13384784339306516
21	2	17	hand	point_errL	0.12423694895728903
21	3	0	none	point_errL	0.09486161539734601
21	3	1	none	point_errL	0.17668251195037857
21	3	2	none	point_errL	0.3024377489709558
21	3	3	none	point_errL	0.11328134634047446
21	3	4	none	point_errL	0.23602416743435647
21	3	5	none	point_errL	0.22069266341478508
21	3	6	none	point_errL	0.27867145268360416
21	3	7	none	point_errL	0.1503359071057955
21	3	8	none	point_errL	0.13358772249118642
21	3	9	none	point_errL	0.349125557494624
21	3	10	none	point_errL	0.21019640820725027
21	3	11	none	point_errL	0.12140708706372255
21	3	12	none	point_errL	0.2954807306175547
21	3	13	none	point_errL	0.23220276261656203
21	3	14	none	point_errL	0.36430002392492716
21	3	15	none	point_errL	0.3936001899666794
21	3	16	none	point_errL	0.4600188525551589
21	3	17	none	point_errL	0.21827881053840034
22	1	0	cursor	point_errL	0.1599937017696914
22	1	3	cursor	point_errL	0.31278421919661425
22	1	4	cursor	point_errL	0.13310123677523727
22	1	5	cursor	point_errL	0.2663130988802003
22	1	6	cursor	point_errL	0.33739815197574363
22	1	7	cursor	point_errL	0.13309439334813106
22	1	8	cursor	point_errL	0.12849277970294248
22	1	9	cursor	point_errL	0.3356901346947071
22	1	10	cursor	point_errL	0.23825780674620528
22	1	11	cursor	point_errL	0.4231053368727855
22	1	12	cursor	point_errL	0.054810302126461
22	1	13	cursor	point_errL	0.20662791404536496
22	1	14	cursor	point_errL	0.23182914268324628
22	1	15	cursor	point_errL	0.30132372240584265
22	1	16	cursor	point_errL	0.23157569566526032
22	1	17	cursor	point_errL	0.41495643374314867
22	2	0	none	point_errL	0.28556094452906017
22	2	1	none	point_errL	0.46445272323172687
22	2	2	none	point_errL	0.34746698734449855
22	2	3	none	point_errL	0.06523378586826357
22	2	4	none	point_errL	0.18849972296818593
22	2	5	none	point_errL	0.24607045641120495
22	2	7	none	point_errL	0.45319262531834026
22	2	9	none	point_errL	0.07533548530135657
22	2	10	none	point_errL	0.15020278819873623
22	2	11	none	point_errL	0.3914985415120981
22	2	12	none	point_errL	0.16613158484251123
22	2	14	none	point_errL	0.41092422676145746
22	2	16	none	point_errL	0.8048567877475574
22	2	17	none	point_errL	0.5405043634574266
